Submitted Data,Passed Quality Assurance Check,Residents Total Admissions COVID-19,Residents Total Confirmed COVID-19,Residents Total All Deaths,Residents Total COVID-19 Deaths,Number of All Beds,Total Number of Occupied Beds,Able to Test or Obtain Resources to Test All Current Residents Within Next 7 Days,Able to Test or Obtain Resources to Test All Staff and/or Personnel Within Next 7 Days,COVID-19 Point-of-Care Tests Performed on Residents Since Last Report,COVID-19 Point-of-Care Tests Performed on Staff and/or Personnel Since Last Report,Staff Total Confirmed COVID-19,Staff Total COVID-19 Deaths,Shortage of Nursing Staff,Shortage of Clinical Staff,Shortage of Aides,Shortage of Other Staff,"Total Resident Confirmed COVID-19 Cases Per 1,000 Residents","Total Resident COVID-19 Deaths Per 1,000 Residents",Total Residents COVID-19 Deaths as a Percentage of Confirmed COVID-19 Cases,Number of Residents with New Influenza,Number of Residents with Acute Respiratory Illness Symptoms Excluding COVID-19 and/or Influenza,During Past Two Weeks Average Time to Receive COVID-19 Test Results from Non-Point-of-Care Tests,Number of Staff and/or Personnel with a New Positive COVID-19 Test Result,Number of Staff and/or Personnel with Acute Respiratory Illness Symptoms Excluding COVID-19 and/or Influenza,Alcohol-Based Hand Rub (ABHR) Available,N95 Respirator Strategy for Optimization,Face Masks Strategy for Optimization,Eye Protection Strategy for Optimization,Gowns Strategy for Optimization,Gloves Strategy for Optimization,
Y,Y,103,60,13,8,82,42,Y,Y,0,0,62,0,N,N,N,N,1428.57,190.48,13.33,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,1,15,16,0,108,33,Y,Y,33,43,27,0,Y,N,Y,N,454.55,0,0,0,0,3-7 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,14,54,43,12,64,50,Y,Y,1,6,35,0,Y,N,Y,N,1080,240,22.22,0,0,<1 DAY,0,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,
Y,Y,21,61,35,19,97,68,Y,Y,2,2,15,0,N,N,N,N,897.06,279.41,31.15,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,13,23,22,6,96,83,Y,Y,0,0,15,0,N,N,N,N,277.11,72.29,26.09,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,98,25,13,157,90,Y,Y,0,2,48,0,N,N,N,N,1088.89,144.44,13.27,0,0,NOTEST,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,5,55,8,4,65,50,Y,Y,44,57,26,0,Y,N,Y,N,1100,80,7.27,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,7,32,73,9,268,147,Y,Y,0,0,56,0,N,N,N,N,217.69,61.22,28.13,0,0,3-7 DAYS,0,0,Y,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,59,49,19,85,61,Y,Y,1,4,62,0,N,N,N,N,967.21,311.48,32.2,0,0,NOTEST,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,9,60,10,8,251,72,Y,Y,72,98,35,0,N,N,N,N,833.33,111.11,13.33,0,0,3-7 DAYS,1,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,36,81,26,20,298,201,Y,Y,NA,NA,73,0,N,N,Y,N,402.99,99.5,24.69,0,0,1-2 DAYS,0,0,N,CONVENTIONAL,CONVENTIONAL,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,
Y,Y,12,41,8,5,173,125,Y,Y,NA,NA,37,0,N,N,N,N,328,40,12.2,0,0,3-7 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,7,30,1,1,200,184,Y,Y,3,0,44,0,N,N,N,N,163.04,5.43,3.33,0,0,3-7 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,5,50,44,9,90,66,Y,Y,69,116,41,0,Y,N,N,N,757.58,136.36,18,0,1,1-2 DAYS,1,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,31,14,13,9,133,125,Y,Y,126,124,18,0,N,N,N,N,112,72,64.29,0,0,3-7 DAYS,2,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,20,66,25,13,171,121,N,N,0,0,52,0,N,N,N,N,545.45,107.44,19.7,0,0,3-7 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,203,70,46,7,151,76,Y,Y,45,28,55,0,N,N,N,N,921.05,92.11,10,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,6,82,43,19,132,105,Y,Y,NA,NA,66,0,N,N,N,N,780.95,180.95,23.17,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,40,70,56,21,146,109,Y,Y,0,0,60,1,N,N,N,N,642.2,192.66,30,0,1,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,17,26,60,8,163,80,Y,Y,0,0,28,0,N,N,N,N,325,100,30.77,0,0,3-7 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,4,7,19,2,209,50,Y,Y,0,0,25,0,N,N,Y,N,140,40,28.57,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,51,69,37,14,203,83,Y,Y,21,1,95,0,N,N,N,N,831.33,168.67,20.29,0,0,1-2 DAYS,0,0,Y,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,24,136,40,17,199,145,Y,Y,1,1,61,0,Y,N,Y,Y,937.93,117.24,12.5,0,0,1-2 DAYS,0,0,Y,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,70,66,22,11,175,125,Y,Y,0,1,51,0,N,N,N,N,528,88,16.67,0,2,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,77,91,41,15,115,77,Y,Y,0,15,33,0,N,N,N,N,1181.82,194.81,16.48,0,0,1-2 DAYS,0,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,
Y,Y,1,114,51,21,153,116,Y,Y,0,2,48,0,N,N,N,N,982.76,181.03,18.42,0,0,NOTEST,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,3,32,2,1,109,53,Y,Y,0,0,18,0,N,N,N,N,603.77,18.87,3.13,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,6,31,5,0,99,86,Y,Y,0,0,32,0,N,N,N,N,360.47,0,0,0,0,1-2 DAYS,1,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,
Y,Y,45,183,69,39,300,169,Y,Y,0,2,106,0,N,N,N,N,1082.84,230.77,21.31,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,9,32,21,6,98,46,Y,Y,0,11,9,0,N,N,N,N,695.65,130.43,18.75,0,0,3-7 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,5,25,52,27,156,77,Y,Y,NA,NA,49,0,N,N,N,N,324.68,350.65,108,0,0,NOTEST,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,3,60,20,8,97,74,Y,Y,0,5,69,0,N,N,N,N,810.81,108.11,13.33,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,21,13,11,11,313,154,Y,Y,0,0,15,2,N,N,N,N,84.42,71.43,84.62,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,
Y,Y,184,26,44,21,187,124,Y,Y,149,146,28,0,N,N,N,N,209.68,169.35,80.77,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,1,17,8,1,120,61,Y,Y,54,50,18,0,Y,N,Y,N,278.69,16.39,5.88,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,2,79,29,16,106,69,Y,Y,0,67,46,0,N,N,N,N,1144.93,231.88,20.25,0,0,3-7 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,2,70,50,23,154,84,Y,Y,1,4,41,0,N,N,N,N,833.33,273.81,32.86,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,16,65,39,15,108,67,Y,Y,0,0,44,0,N,N,N,N,970.15,223.88,23.08,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,9,82,44,14,189,123,Y,Y,0,0,31,0,N,N,N,N,666.67,113.82,17.07,0,0,3-7 DAYS,0,0,Y,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,30,58,29,13,119,71,Y,Y,0,113,39,0,N,N,N,N,816.9,183.1,22.41,0,0,NOTEST,1,0,Y,CONVENTIONAL,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,1,48,22,9,98,59,Y,Y,0,0,30,0,N,N,N,N,813.56,152.54,18.75,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,9,84,45,20,128,72,Y,Y,4,4,72,0,N,N,N,N,1166.67,277.78,23.81,0,2,1-2 DAYS,0,2,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,119,58,118,12,314,245,Y,Y,19,10,44,1,N,N,N,N,236.73,48.98,20.69,0,0,<1 DAY,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,17,48,67,18,245,127,Y,Y,0,47,26,0,Y,N,Y,N,377.95,141.73,37.5,0,1,3-7 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,10,28,25,8,92,49,Y,Y,2,0,26,0,N,N,N,N,571.43,163.27,28.57,0,0,NOTEST,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,55,39,19,88,83,Y,Y,0,0,33,0,N,N,N,N,662.65,228.92,34.55,0,0,1-2 DAYS,0,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,
Y,Y,53,39,38,16,202,61,Y,Y,0,61,23,0,N,N,N,N,639.34,262.3,41.03,0,1,3-7 DAYS,1,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,21,82,55,14,121,79,Y,Y,1,1,49,0,N,N,N,N,1037.97,177.22,17.07,0,0,3-7 DAYS,0,0,Y,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,8,51,27,16,235,67,Y,Y,1,0,40,0,N,N,N,N,761.19,238.81,31.37,0,0,1-2 DAYS,0,0,Y,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,3,35,16,9,84,30,Y,Y,0,63,21,0,N,N,N,N,1166.67,300,25.71,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,11,25,2,122,52,Y,Y,NA,NA,9,0,Y,N,Y,N,211.54,38.46,18.18,0,0,3-7 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,51,66,6,6,180,107,Y,Y,0,0,32,0,N,N,N,N,616.82,56.07,9.09,0,0,1-2 DAYS,2,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,57,14,5,126,69,Y,Y,0,1,19,0,N,N,N,N,826.09,72.46,8.77,0,0,NOTEST,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,4,61,153,37,103,69,Y,Y,0,0,36,0,N,N,N,N,884.06,536.23,60.66,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,229,51,32,11,240,134,Y,Y,2,2,32,0,N,N,N,N,380.6,82.09,21.57,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,5,7,61,1,131,105,Y,Y,0,0,26,0,N,N,N,N,66.67,9.52,14.29,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,56,167,36,36,203,138,Y,Y,133,98,89,0,Y,N,Y,N,1210.14,260.87,21.56,0,0,3-7 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,19,63,12,10,115,62,Y,Y,0,7,57,0,N,N,N,N,1016.13,161.29,15.87,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,96,44,49,18,113,76,Y,Y,75,68,55,0,N,N,N,N,578.95,236.84,40.91,0,1,1-2 DAYS,1,0,Y,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,1,158,23,8,171,139,Y,Y,2,11,42,0,N,N,Y,Y,1136.69,57.55,5.06,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,8,45,37,9,65,56,Y,Y,4,60,31,0,N,N,N,N,803.57,160.71,20,0,0,NOTEST,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,10,96,32,5,99,78,Y,Y,4,5,58,0,N,N,N,N,1230.77,64.1,5.21,0,3,1-2 DAYS,0,0,Y,CONVENTIONAL,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,82,147,64,18,298,112,Y,Y,0,0,86,0,N,N,N,N,1312.5,160.71,12.24,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,282,59,69,33,292,196,Y,Y,0,0,30,1,N,N,N,N,301.02,168.37,55.93,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,21,105,34,15,259,185,Y,Y,0,0,61,1,Y,N,Y,N,567.57,81.08,14.29,0,0,3-7 DAYS,1,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,11,6,41,1,191,136,Y,Y,0,0,10,0,Y,Y,Y,Y,44.12,7.35,16.67,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,58,76,71,11,221,180,Y,Y,0,3,77,0,N,N,N,N,422.22,61.11,14.47,0,0,<1 DAY,0,0,Y,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,103,11,17,2,296,201,Y,Y,183,89,14,0,N,N,N,N,54.73,9.95,18.18,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,71,46,11,12,146,60,Y,Y,NA,NA,18,0,N,N,N,N,766.67,200,26.09,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,5,99,39,15,180,141,Y,Y,3,7,63,0,N,N,N,N,702.13,106.38,15.15,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,22,35,74,6,250,137,Y,Y,1,27,85,2,N,N,N,N,255.47,43.8,17.14,0,0,1-2 DAYS,1,0,Y,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,16,70,7,5,190,157,Y,Y,0,2,55,0,N,N,N,N,445.86,31.85,7.14,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,3,29,42,15,174,30,Y,Y,0,17,19,0,N,N,N,N,966.67,500,51.72,0,0,NOTEST,0,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,
Y,Y,0,49,36,15,99,50,Y,Y,0,11,33,0,N,N,N,N,980,300,30.61,0,0,1-2 DAYS,0,0,Y,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,33,32,31,6,155,116,Y,Y,NA,NA,41,0,N,N,N,N,275.86,51.72,18.75,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,11,89,24,4,153,81,Y,Y,0,0,25,0,N,N,N,N,1098.77,49.38,4.49,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,131,92,46,11,122,86,Y,Y,18,34,40,0,N,N,N,N,1069.77,127.91,11.96,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,1,13,26,0,243,130,Y,Y,0,0,39,0,N,N,N,N,100,0,0,0,0,1-2 DAYS,2,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,2,31,26,7,100,62,Y,Y,NA,NA,22,0,N,N,N,N,500,112.9,22.58,0,0,NOTEST,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,10,28,30,2,123,63,Y,Y,NA,NA,14,0,N,N,N,N,444.44,31.75,7.14,0,0,NOTEST,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,18,57,1,1,115,71,Y,Y,NA,NA,34,0,N,N,N,N,802.82,14.08,1.75,0,0,3-7 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,5,79,38,26,195,88,Y,Y,0,0,63,2,N,N,N,N,897.73,295.45,32.91,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,6,60,37,8,90,67,Y,Y,1,2,46,0,N,N,N,N,895.52,119.4,13.33,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,17,29,13,5,207,143,Y,Y,0,0,27,2,N,N,N,N,202.8,34.97,17.24,0,0,1-2 DAYS,0,0,Y,CONTINGENCY,CONVENTIONAL,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,
Y,Y,3,44,29,9,96,56,Y,Y,NA,NA,42,1,N,N,N,N,785.71,160.71,20.45,0,0,NOTEST,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,2,10,41,2,105,78,Y,Y,78,247,36,0,N,N,N,N,128.21,25.64,20,0,0,NOTEST,0,0,Y,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,14,147,104,35,262,180,Y,Y,0,0,93,0,N,N,N,N,816.67,194.44,23.81,0,0,1-2 DAYS,0,0,Y,CONTINGENCY,CONVENTIONAL,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,
Y,Y,5,73,64,26,128,59,Y,Y,1,11,37,1,N,N,N,N,1237.29,440.68,35.62,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,94,64,30,140,91,Y,Y,4,14,88,0,N,N,N,N,1032.97,329.67,31.91,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,3,65,36,11,130,73,Y,Y,0,0,38,0,N,N,N,N,890.41,150.68,16.92,0,0,3-7 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,7,68,26,12,118,77,Y,Y,0,37,22,0,N,N,N,N,883.12,155.84,17.65,0,0,NOTEST,0,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,
Y,Y,0,50,37,8,123,68,Y,Y,0,0,28,1,N,N,N,N,735.29,117.65,16,0,0,<1 DAY,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,44,40,5,96,59,Y,Y,NA,NA,31,0,N,N,N,N,745.76,84.75,11.36,0,0,NOTEST,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,18,151,52,33,217,155,Y,Y,0,0,53,0,N,N,N,N,974.19,212.9,21.85,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,4,0,0,92,73,Y,Y,NA,NA,14,0,N,N,Y,N,54.79,0,0,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,199,133,29,15,215,155,Y,Y,1,1,39,0,N,N,N,N,858.06,96.77,11.28,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,4,43,28,8,100,41,Y,Y,NA,NA,36,0,N,N,N,N,1048.78,195.12,18.6,0,0,NOTEST,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,7,8,32,1,88,77,Y,Y,0,0,32,0,N,N,N,N,103.9,12.99,12.5,0,0,3-7 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,4,32,14,10,112,29,Y,Y,4,39,8,0,N,N,N,N,1103.45,344.83,31.25,0,0,NOTEST,0,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,
Y,Y,6,36,17,5,80,33,Y,Y,NA,NA,30,0,N,N,Y,N,1090.91,151.52,13.89,0,0,NOTEST,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,55,5,2,101,73,Y,Y,0,0,35,0,N,N,N,N,753.42,27.4,3.64,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,2,53,25,7,91,75,Y,Y,0,0,31,0,N,N,N,N,706.67,93.33,13.21,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,40,36,1,11,101,67,Y,Y,0,0,24,0,N,N,N,N,537.31,164.18,30.56,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,1,54,24,12,81,37,Y,Y,0,2,32,0,N,N,N,N,1459.46,324.32,22.22,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,3,105,20,4,200,118,Y,Y,0,107,48,0,N,N,N,N,889.83,33.9,3.81,0,0,3-7 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
N,NA,39,30,62,5,NA,NA,NA,NA,NA,NA,16,0,NA,NA,NA,NA,NA,NA,16.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Y,Y,54,101,28,11,236,176,Y,Y,147,33,48,0,N,N,N,N,573.86,62.5,10.89,0,0,1-2 DAYS,1,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,9,131,32,28,143,96,Y,Y,96,87,72,0,N,N,N,N,1364.58,291.67,21.37,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,25,68,132,112,294,168,Y,Y,0,3,55,0,N,N,N,N,404.76,666.67,164.71,0,0,3-7 DAYS,1,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
