SD,PQA,RTA,NB,OB,CTR,CTS,TR,TS,STC,STD,SN,SC,SA,SO,RCR,RDR,NRNI,NRAR,ATT,NSRA,ABHR,N95RS,FMS,EPS,GS,GLS
Y,Y,12,149,138,Y,Y,0,64,109,0,N,N,N,N,615.94,152.17,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,7,180,119,Y,Y,NA,NA,60,2,Y,N,Y,Y,689.08,226.89,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,6,197,141,Y,Y,142,129,72,0,N,N,N,N,723.4,163.12,0,0,<1 DAY,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,7,131,88,Y,Y,0,0,81,0,Y,N,Y,Y,1068.18,125,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,11,118,47,Y,Y,0,1,41,1,N,N,N,N,1000,234.04,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,10,220,118,Y,Y,0,9,62,1,Y,N,Y,N,1067.8,161.02,0,0,<1 DAY,0,Y,CRISIS,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY
Y,Y,5,80,70,Y,Y,68,204,26,0,N,N,Y,Y,314.29,0,0,0,1-2 DAYS,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL
Y,Y,22,131,102,Y,Y,1,7,57,0,N,N,N,N,1039.22,156.86,0,0,NOTEST,0,Y,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,9,138,95,Y,Y,93,208,45,0,N,N,N,N,842.11,189.47,0,1,NOTEST,1,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,20,132,123,Y,Y,0,56,59,0,N,N,N,N,666.67,40.65,0,0,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,4,80,57,Y,Y,1,49,58,0,Y,N,Y,N,842.11,70.18,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,42,181,128,Y,N,3,130,37,0,N,N,Y,N,328.13,46.88,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
N,NA,14,NA,NA,NA,NA,NA,NA,27,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Y,Y,7,115,91,Y,Y,NA,NA,67,0,N,N,N,N,956.04,32.97,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,47,113,106,Y,Y,0,147,70,0,N,N,N,N,754.72,122.64,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,1,158,88,Y,Y,0,100,78,0,N,N,N,N,1045.45,193.18,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,17,121,68,Y,Y,0,33,49,0,N,N,N,N,1088.24,235.29,0,0,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,150,61,Y,Y,0,4,32,0,N,N,N,N,1000,16.39,0,0,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,81,98,54,Y,Y,5,35,55,0,N,N,N,N,1166.67,240.74,0,0,<1 DAY,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,2,257,145,Y,Y,0,236,136,0,N,N,N,N,779.31,82.76,0,0,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,4,101,90,Y,Y,0,18,63,0,N,N,N,N,811.11,200,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,11,87,79,Y,Y,0,85,42,0,Y,N,Y,Y,379.75,37.97,0,0,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,11,152,124,Y,Y,0,68,113,0,N,N,N,N,854.84,72.58,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,78,48,Y,Y,48,106,38,0,N,N,N,N,500,41.67,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,12,86,63,Y,Y,3,1,49,0,Y,N,Y,N,825.4,158.73,0,0,<1 DAY,0,Y,CONTINGENCY,CONVENTIONAL,CONTINGENCY,CONVENTIONAL,CONVENTIONAL
Y,Y,0,151,138,Y,Y,0,27,71,0,N,N,N,N,775.36,123.19,0,0,<1 DAY,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,3,58,55,Y,Y,2,80,42,0,Y,N,Y,N,981.82,254.55,0,0,NOTEST,1,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,130,84,Y,Y,0,10,35,0,N,N,N,N,1166.67,321.43,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,28,216,117,Y,Y,0,12,80,0,N,N,N,N,786.32,247.86,0,0,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,2,90,78,Y,Y,0,54,30,0,N,N,Y,N,307.69,89.74,0,0,1-2 DAYS,0,Y,CRISIS,CRISIS,CRISIS,CRISIS,CONVENTIONAL
Y,Y,5,142,79,Y,Y,78,189,83,0,Y,N,Y,Y,518.99,63.29,0,0,<1 DAY,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,3,95,57,Y,Y,2,79,49,0,N,N,N,N,736.84,105.26,0,0,<1 DAY,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY
Y,Y,7,85,65,Y,Y,0,52,18,0,N,N,N,N,123.08,15.38,0,0,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,32,123,104,Y,Y,0,5,71,1,Y,N,Y,N,1067.31,125,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,4,91,52,Y,Y,4,86,36,0,N,N,N,N,1211.54,38.46,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONTINGENCY,CONVENTIONAL
Y,Y,6,120,76,Y,Y,0,89,59,0,N,N,N,N,1105.26,210.53,0,0,<1 DAY,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,1,48,33,Y,Y,NA,NA,36,0,N,N,N,N,545.45,90.91,0,0,1-2 DAYS,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY
Y,Y,14,137,119,Y,Y,0,101,39,0,Y,Y,Y,Y,268.91,75.63,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,30,148,96,Y,Y,0,625,68,0,N,N,N,N,781.25,177.08,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,75,50,Y,Y,4,316,9,0,N,N,N,N,40,0,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,7,108,75,Y,Y,0,7,63,0,N,N,N,N,1026.67,133.33,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,18,284,203,Y,Y,427,579,53,1,N,N,N,N,344.83,78.82,0,2,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,4,167,156,Y,Y,NA,NA,66,0,N,N,N,N,532.05,96.15,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,5,90,62,Y,Y,18,34,46,0,N,N,N,N,1145.16,48.39,0,0,NOTEST,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL
Y,Y,37,185,131,Y,Y,257,304,64,0,Y,N,N,N,793.89,198.47,0,0,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,21,97,62,Y,Y,0,6,74,1,Y,N,Y,Y,887.1,177.42,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,14,117,91,Y,Y,2,36,58,0,Y,N,Y,N,736.26,21.98,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,3,84,62,Y,Y,0,0,70,0,N,N,N,N,903.23,96.77,0,0,3-7 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,7,59,56,Y,Y,0,57,25,0,N,N,Y,N,607.14,89.29,0,0,>7 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,60,53,N,N,12,39,53,0,N,N,N,N,830.19,283.02,0,1,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,100,76,Y,Y,0,4,36,0,N,N,N,N,552.63,92.11,0,0,<1 DAY,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,14,50,34,Y,Y,0,3,44,0,Y,N,Y,Y,647.06,352.94,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,8,92,64,Y,Y,0,23,31,0,Y,N,Y,Y,453.13,78.13,0,0,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,1,53,40,Y,Y,80,130,19,0,N,N,N,N,300,0,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,1,59,45,Y,Y,0,35,39,0,Y,N,Y,Y,400,88.89,0,0,<1 DAY,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY
Y,Y,22,26,13,Y,Y,0,0,12,0,N,N,N,N,384.62,0,0,0,<1 DAY,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,42,131,129,Y,Y,2,225,90,0,N,N,N,N,720.93,100.78,0,0,1-2 DAYS,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL
Y,Y,14,68,47,Y,Y,0,0,38,0,N,N,Y,N,723.4,63.83,0,0,NA,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,6,63,42,Y,Y,8,54,34,0,N,N,N,N,690.48,47.62,0,0,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,1,34,0,N,N,NA,NA,8,0,N,N,N,N,NA,NA,0,0,NOTEST,0,N,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,12,154,86,Y,Y,253,393,90,0,N,N,N,N,848.84,127.91,0,0,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,11,75,68,Y,Y,6,105,45,0,Y,N,Y,N,779.41,73.53,0,2,<1 DAY,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,4,86,69,Y,Y,0,37,25,0,N,N,N,N,1449.28,130.43,0,0,<1 DAY,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,7,100,61,Y,Y,0,8,95,0,Y,N,Y,Y,1229.51,262.3,0,0,3-7 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONTINGENCY
Y,Y,0,103,80,Y,Y,0,92,40,0,N,N,N,N,725,125,0,1,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,46,66,47,Y,Y,89,26,30,0,N,N,N,N,319.15,0,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,5,65,47,Y,Y,0,0,41,0,N,N,N,N,893.62,127.66,0,0,1-2 DAYS,0,Y,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,4,165,142,Y,Y,21,42,84,0,N,N,N,N,816.9,112.68,0,0,1-2 DAYS,0,Y,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,46,34,Y,Y,4,65,14,0,N,N,N,N,147.06,29.41,0,0,NOTEST,0,Y,CRISIS,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,6,120,108,Y,Y,0,86,51,0,N,N,N,N,796.3,46.3,0,0,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,155,134,Y,Y,1,31,105,0,N,N,N,N,835.82,7.46,0,0,<1 DAY,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,104,128,78,Y,Y,77,64,63,0,N,N,N,N,346.15,128.21,0,0,<1 DAY,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,1,127,104,Y,Y,5,52,58,0,Y,N,Y,Y,826.92,192.31,0,0,<1 DAY,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,151,70,Y,Y,71,135,27,0,N,N,N,N,342.86,28.57,0,0,<1 DAY,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,93,143,131,Y,Y,2,124,71,0,N,N,N,N,755.73,129.77,0,0,<1 DAY,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,5,102,88,Y,Y,9,692,71,2,N,N,N,N,750,147.73,0,2,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,105,88,Y,Y,0,21,59,0,N,N,N,N,772.73,11.36,0,0,<1 DAY,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,11,72,52,Y,Y,0,2,38,0,N,N,N,N,211.54,76.92,0,0,1-2 DAYS,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY
Y,Y,6,152,97,Y,Y,0,12,111,0,Y,Y,Y,Y,1134.02,30.93,0,0,1-2 DAYS,0,Y,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONTINGENCY,CONVENTIONAL
Y,Y,20,117,97,Y,Y,0,0,50,0,Y,N,Y,N,484.54,0,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,5,95,83,Y,Y,0,16,61,0,N,N,N,N,915.66,84.34,0,0,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,3,83,64,Y,Y,0,13,24,0,N,N,N,N,703.13,31.25,0,0,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,6,81,50,Y,Y,4,57,38,0,N,N,N,N,960,240,0,0,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,4,59,42,Y,Y,43,49,58,0,N,N,N,N,1761.9,95.24,0,0,1-2 DAYS,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY
Y,Y,0,85,69,Y,Y,NA,NA,50,0,N,N,N,N,594.2,14.49,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,4,87,73,Y,Y,0,10,29,0,Y,N,Y,Y,123.29,0,0,0,<1 DAY,0,Y,CONTINGENCY,CONVENTIONAL,CONTINGENCY,CONVENTIONAL,CONVENTIONAL
Y,Y,8,63,56,Y,Y,0,8,62,0,N,N,N,N,1232.14,178.57,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,6,56,50,Y,Y,0,16,56,0,N,N,N,N,760,240,0,0,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,8,143,91,Y,Y,89,39,37,0,N,N,N,N,560.44,43.96,0,0,3-7 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,100,82,Y,Y,NA,NA,61,0,N,N,N,N,426.83,12.2,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,3,61,44,Y,Y,0,0,21,0,N,N,N,N,818.18,159.09,0,0,<1 DAY,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,1,91,77,Y,Y,0,71,18,0,N,N,N,N,90.91,12.99,0,0,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,4,30,28,Y,Y,NA,NA,20,0,N,N,N,N,678.57,142.86,0,0,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,65,49,Y,Y,NA,NA,46,0,N,N,N,N,877.55,81.63,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,140,122,Y,Y,NA,NA,18,1,N,N,N,N,262.3,0,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,14,71,58,Y,Y,0,41,59,0,Y,N,Y,Y,448.28,241.38,0,2,NOTEST,1,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,238,118,77,Y,Y,7,6,54,0,N,N,N,N,532.47,12.99,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,75,64,Y,Y,NA,NA,43,0,N,N,N,N,328.13,0,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,27,125,88,Y,Y,0,50,37,0,Y,N,Y,Y,306.82,79.55,0,1,<1 DAY,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,120,81,Y,Y,22,0,67,0,N,N,N,N,728.4,0,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,121,40,0,Y,Y,0,5,29,0,N,N,N,N,NA,NA,0,0,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,58,38,Y,Y,38,68,24,0,N,N,N,N,315.79,0,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,54,39,Y,Y,0,0,22,0,Y,N,Y,N,179.49,0,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,1,29,22,Y,Y,0,0,1,0,Y,N,Y,N,0,0,0,0,3-7 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,2,14,14,Y,Y,0,0,5,0,N,N,N,Y,214.29,0,0,0,3-7 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,26,50,26,Y,Y,0,0,49,0,N,N,N,N,1115.38,76.92,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,15,9,Y,Y,0,0,0,0,N,N,N,N,0,0,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,3,90,75,Y,Y,0,0,27,0,N,N,Y,N,26.67,0,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,3,60,50,Y,Y,NA,NA,36,0,N,N,N,N,740,60,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,6,40,38,Y,Y,0,0,8,0,N,N,N,N,0,0,0,0,1-2 DAYS,1,N,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,102,100,Y,Y,7,9,44,0,N,N,N,N,300,30,0,0,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,18,16,Y,Y,0,0,7,0,N,N,N,N,62.5,0,0,0,<1 DAY,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL
Y,Y,30,61,56,Y,Y,1,0,12,0,Y,N,Y,N,160.71,0,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,3,10,10,Y,Y,NA,NA,0,0,N,N,N,N,0,100,0,0,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,22,21,Y,Y,8,66,9,0,N,N,N,N,0,0,0,0,<1 DAY,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,28,18,Y,Y,0,0,20,0,N,N,N,Y,0,0,0,0,1-2 DAYS,0,Y,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONTINGENCY,CONVENTIONAL
Y,Y,3,15,13,Y,Y,NA,NA,4,0,N,N,N,Y,230.77,0,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,10,10,Y,Y,0,0,3,0,N,N,N,N,0,0,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,3,18,18,Y,Y,0,0,1,0,N,N,N,N,0,0,0,0,<1 DAY,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,19,96,93,Y,Y,0,0,60,0,Y,N,Y,N,258.06,0,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,18,14,Y,Y,2,0,3,0,N,N,N,N,214.29,0,0,0,NOTEST,0,Y,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,67,59,Y,Y,0,2,29,1,N,N,N,N,152.54,0,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,67,39,Y,Y,0,0,19,0,N,N,N,N,102.56,0,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,8,64,38,Y,Y,0,20,22,0,N,N,N,N,552.63,78.95,0,0,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,6,141,108,Y,Y,3,7,59,0,N,N,N,N,685.19,129.63,0,0,<1 DAY,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
N,NA,40,94,84,NA,NA,NA,NA,43,0,NA,NA,NA,NA,535.71,238.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Y,Y,0,90,45,Y,Y,0,24,29,0,N,N,N,N,733.33,44.44,0,0,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,4,115,75,Y,Y,NA,NA,7,0,Y,Y,Y,Y,106.67,13.33,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,1,149,117,Y,Y,12,58,60,0,Y,N,Y,Y,435.9,42.74,0,0,<1 DAY,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
